Compound,formula,Z,Period,Group,m,kai,EA,Nval,IE1,IE2,Rvdw,Rcov,MP,BP,Cp_g,Cp_mol,rho,E-fusion,E-vapor,ThermalConductivity
Br3CdK,KCdBr3,34.4,4.2,12.8,78.24,2.278,2.119294,0,9.75517666,22.662262,2.096,1.382,345.7438,613.63,0.482,56.538,3.7732,5.206,44.189,0.399132
CdCl3K,KCdCl3,23.6,3.6,12.8,51.57,2.398,2.270494,0,10.44747466,23.995822,2.036,1.28,289.1638,557.926,0.485,31.4934,3.8296,3.646,41.474,0.3984534
CdF3K,KCdF3,18.8,3,12.8,41.7,2.89,2.139694,0,13.12057666,30.690142,1.868,1.04,218.2618,465.484,0.692,29.9064,2.9188,1.882,37.31588,0.3985674
CdI3K,KCdI3,45.2,4.8,12.8,106.44,2.098,1.935754,0,8.93765266,21.186442,2.174,1.496,418.2838,688.99,0.326,43.782,4.8652,6.382,47.894,0.401094
CdKN,KCdN,24.66666667,3.666666667,9.333333333,55.17,1.85,0.143823333,0,9.289527767,26.04653667,2.16,1.37,331.3396667,716.5516667,0.676,28.248,3.585666667,2.996666667,59.85426667,0.6640866
CDKP,KCdP,27.33333333,4,9.333333333,60.82333333,1.566666667,0.41599,0,7.9403911,22.76927,2.243333333,1.496666667,416.0563333,875.3166667,0.585666667,26.48133333,3.776333333,3.09,63.05666667,0.664783333
CdKSb,KCdSb,39.33333333,4.666666667,9.333333333,91.1,1.52,0.523823333,0,7.3142911,21.72277,2.33,1.6,611.549,1310.816667,0.398333333,26.95,5.401,9.443333333,81.58,0.745
ClK,KCl,18,3.5,9,37.275,1.99,2.059235,0,8.65414665,27.7218,2.25,1.5,254.15,635.63,0.618,31.7745,2.035,2.765,43.55,0.5120445
FK,KF,14,3,9,29.05,2.4,1.950235,0,10.88173165,33.3004,2.11,1.3,195.065,558.595,0.7905,30.452,1.276,1.295,40.0849,0.5121395
AsHgK,KHgAs,44,4.666666667,9.333333333,104.8733333,1.633333333,0.437156667,0,8.1889211,22.992,2.276666667,1.506666667,553.707,850.3563333,0.408666667,27.40766667,6.705666667,10.77333333,56.2,0.536466667
Br3HgK,KHgBr3,40.8,4.4,12.8,95.88,2.32,2.119294,0,10.04391266,23.03196,2.106,1.366,273.7642,531.5538,0.4638,56.9306,4.75,4.404,36.075,0.222212
Cl3HgK,KHgCl3,30,3.8,12.8,69.21,2.44,2.270494,0,10.73621066,24.36552,2.046,1.264,217.1842,475.8498,0.4668,31.886,4.8064,2.844,33.36,0.2215334
F3HgK,KHgF3,25.2,3.2,12.8,59.34,2.932,2.139694,0,13.40931266,31.05984,1.878,1.024,146.2822,383.4078,0.6738,30.299,3.8956,1.08,29.20188,0.2216474
HgI3K,KHgI3,51.6,5,12.8,124.08,2.14,1.935754,0,9.22638866,21.55614,2.184,1.48,346.3042,606.9138,0.3078,44.1746,5.842,5.58,39.78,0.224174
HgKN,KHgN,35.33333333,4,9.333333333,84.57,1.92,0.143823333,0,9.770754433,26.6627,2.176666667,1.343333333,211.3736667,579.758,0.645666667,28.90233333,5.213666667,1.66,46.33093333,0.369219933
HgKP,KHgP,38,4.333333333,9.333333333,90.22333333,1.636666667,0.41599,0,8.421617767,23.38543333,2.26,1.47,296.0903333,738.523,0.555333333,27.13566667,5.404333333,1.753333333,49.53333333,0.369916667
HgKSb,KHgSb,50,5,9.333333333,120.5,1.59,0.523823333,0,7.795517767,22.33893333,2.346666667,1.573333333,491.583,1174.023,0.368,27.60433333,7.029,8.106666667,68.05666667,0.450133333
IK,KI,36,4.5,9,83,1.74,1.780285,0,7.39596165,25.38065,2.365,1.68,361.75,744.85,0.4855,42.015,2.898,5.045,48.9,0.514245
AsKMg,KMgAs,21.33333333,3.666666667,6,46.11,1.436666667,0.437156667,0,7.258499433,21.75149,2.11,1.533333333,783.3166667,1094.816667,0.703,26.36966667,2.773666667,12.91,78.96666667,1.028666667
Br3KMg,KMgBr3,27.2,3.8,10.8,60.622,2.202,2.119294,0,9.48565966,22.287654,2.006,1.382,411.53,678.23,0.6404,56.3078,2.3908,5.686,49.735,0.517532
Cl3KMg,KMgCl3,16.4,3.2,10.8,33.952,2.322,2.270494,0,10.17795766,23.621214,1.946,1.28,354.95,622.526,0.6434,31.2632,2.4472,4.126,47.02,0.5168534
F3KMg,KMgF3,11.6,2.6,10.8,24.082,2.814,2.139694,0,12.85105966,30.315534,1.778,1.04,284.048,530.084,0.8504,29.6762,1.5364,2.362,42.86188,0.5169674
I3KMg,KMgI3,38,4.4,10.8,88.822,2.022,1.935754,0,8.66813566,20.811834,2.084,1.496,484.07,753.59,0.4844,43.5518,3.4828,6.862,53.44,0.519494
KMgN,KMgN,12.66666667,3,6,25.80666667,1.723333333,0.143823333,0,8.840332767,25.42219,2.01,1.37,440.9833333,824.2183333,0.94,27.86433333,1.281666667,3.796666667,69.0976,0.861419933
KMgP,KMgP,15.33333333,3.333333333,6,31.46,1.44,0.41599,0,7.4911961,22.14492333,2.093333333,1.496666667,525.7,982.9833333,0.849666667,26.09766667,1.472333333,3.89,72.3,0.862116667
KMgSb,KMgSb,27.33333333,4,6,61.73666667,1.393333333,0.523823333,0,6.8650961,21.09842333,2.18,1.6,721.1926667,1418.483333,0.662333333,26.56633333,3.097,10.24333333,90.82333333,0.942333333
AsKSr,KSrAs,30,4.333333333,6,67.21333333,1.316666667,0.437156667,0,6.608037767,20.41643333,2.363333333,1.7,825.65,1190.483333,0.464,27.01,3.071,12.67666667,82.06666667,0.626333333
Br3Ksr,KSrBr3,32.4,4.2,10.8,73.284,2.13,2.119294,0,9.09538266,21.48662,2.158,1.482,436.93,735.63,0.497,56.692,2.5692,5.546,51.595,0.276132
Cl3KSr,KSrCl3,21.6,3.6,10.8,46.614,2.25,2.270494,0,9.78768066,22.82018,2.098,1.38,380.35,679.926,0.5,31.6474,2.6256,3.986,48.88,0.2754534
F3KSr,KSrF3,16.8,3,10.8,36.744,2.742,2.139694,0,12.46078266,29.5145,1.93,1.14,309.448,587.484,0.707,30.0604,1.7148,2.222,44.72188,0.2755674
I3KSr,KSrI3,43.2,4.8,10.8,101.484,1.95,1.935754,0,8.27785866,20.0108,2.236,1.596,509.47,810.99,0.341,43.936,3.6612,6.722,55.3,0.278094
KNSr,KSrN,21.33333333,3.666666667,6,46.91,1.603333333,0.143823333,0,8.1898711,24.08713333,2.263333333,1.536666667,483.3166667,919.885,0.701,28.50466667,1.579,3.563333333,72.1976,0.4590866
KPSr,KSrP,24,4,6,52.56333333,1.32,0.41599,0,6.840734433,20.80986667,2.346666667,1.663333333,568.0333333,1078.65,0.610666667,26.738,1.769666667,3.656666667,75.4,0.459783333
KSbSr,KSrSb,36,4.666666667,6,82.84,1.273333333,0.523823333,0,6.214634433,19.76336667,2.433333333,1.766666667,763.526,1514.15,0.423333333,27.20666667,3.394333333,10.01,93.92333333,0.54
AsKZn,KZnAs,27.33333333,4,9.333333333,59.80333333,1.55,0.437156667,0,7.8411541,22.72786333,2.203333333,1.466666667,706.4923333,1033.816667,0.491333333,26.54333333,4.574333333,12.46,74.86666667,0.895333333
Br3KZn,KZnBr3,30.8,4,12.8,68.838,2.27,2.119294,0,9.83525246,22.873478,2.062,1.342,365.4354,641.63,0.5134,56.412,3.4712,5.416,47.275,0.437532
Cl3KZn,KZnCl3,20,3.4,12.8,42.168,2.39,2.270494,0,10.52755046,24.207038,2.002,1.24,308.8554,585.926,0.5164,31.3674,3.5276,3.856,44.56,0.4368534
F3KZn,KZnF3,15.2,2.8,12.8,32.298,2.882,2.139694,0,13.20065246,30.901358,1.834,1,237.9534,493.484,0.7234,29.7804,2.6168,2.092,40.40188,0.4369674
I3KZn,KZnI3,41.6,4.6,12.8,97.038,2.09,1.935754,0,9.01772846,21.397658,2.14,1.456,437.9754,716.99,0.3574,43.656,4.5632,6.592,50.98,0.439494
KNZn,KZnN,18.66666667,3.333333333,9.333333333,39.5,1.836666667,0.143823333,0,9.422987433,26.39856333,2.103333333,1.303333333,364.159,763.2183333,0.728333333,28.038,3.082333333,3.346666667,64.9976,0.7280866
KPZn,KZnP,21.33333333,3.666666667,9.333333333,45.15333333,1.553333333,0.41599,0,8.073850767,23.12129667,2.186666667,1.43,448.8756667,921.9833333,0.638,26.27133333,3.273,3.44,68.2,0.728783333
KSbZn,KZnSb,33.33333333,4.333333333,9.333333333,75.43,1.506666667,0.523823333,0,7.447750767,22.07479667,2.273333333,1.533333333,644.3683333,1357.483333,0.450666667,26.74,4.897666667,9.793333333,86.72333333,0.809
La2O3,La2O3,27.6,3.6,10.8,65.16,2.504,1.0766729,0,10.40159,25.49626,1.884,1.16,509.876,1548.9728,0.6288,28.4708,3.3158,2.6132,161.87454,0.05416044
La2S3,La2S3,32.4,4.2,10.8,74.802,1.988,1.446272,0,8.446766,18.426328,2.052,1.4,710.276,1925.516,0.5028,24.464,3.6344,3.518,165.828,0.055614
La2Se3,La2Se3,43.2,4.8,10.8,102.936,1.97,1.412,0,8.082194,17.1376,2.112,1.484,773.63,2069.75,0.2706,26.0618,5.3498,5.72,175.62,0.06624
La2Te3,La2Te3,54,5.4,10.8,132.12,1.7,1.38248,0,7.63652,15.5836,2.208,1.598,910.856,2251.55,0.1992,26.282,6.2024,12.98,190.206,0.0681
AsLa,LaAs,45,5,9,106.91,1.64,0.655,0,7.68275,14.8241,2.14,1.57,1141.65,2313.15,0.262,25.875,5.9365,16.95,215.985,0.3185
Br3La,LaBr3,40.5,4.5,13.5,94.65,2.495,2.64875,0,10.254575,18.958,1.995,1.3625,497.75,1183.25,0.40425,63.545,3.8765,5.9,110.93625,0.034665
Cl3La,LaCl3,27,3.75,13.5,61.3125,2.645,2.83775,0,11.1199475,20.62495,1.92,1.235,427.025,1113.62,0.408,32.23925,3.947,3.95,107.5425,0.03381675
F3La,LaF3,21,3,13.5,48.975,3.26,2.67425,0,14.461325,28.99285,1.71,0.935,338.3975,998.0675,0.66675,30.2555,2.8085,1.745,102.34485,0.03395925
I3La,LaI3,54,5.25,13.5,129.9,2.27,2.419325,0,9.23267,17.113225,2.0925,1.505,588.425,1277.45,0.20925,47.6,5.2415,7.37,115.5675,0.0371175
LaN,LaN,32,4,9,76.455,2.07,0.215,0,10.0555,20.33015,1.99,1.325,628.15,1907.2525,0.6175,28.117,3.6985,3.28,201.1814,0.0676299
LaP,LaP,36,4.5,9,84.935,1.645,0.62325,0,8.031795,15.41425,2.115,1.515,755.225,2145.4,0.482,25.467,3.9845,3.42,205.985,0.068675
LaSb,LaSb,54,5.5,9,130.35,1.575,0.785,0,7.092645,13.8445,2.245,1.67,1048.464,2798.65,0.201,26.17,6.4215,12.95,233.77,0.189
AsLi3,Li3As,10.5,2.5,4.5,23.93575,1.28,0.666,0,6.49093925,61.3773,1.8275,1.275,612.775,1433.65,2.76875,24.805,1.833,9.175,118.425,0.76075
Li3N,Li3N,4,2,4.5,8.70825,1.495,0.446,0,7.67731425,64.130325,1.7525,1.1525,356.025,1230.70125,2.9465,25.926,0.714,2.34,111.0232,0.63531495
Li3P,Li3P,6,2.25,4.5,12.94825,1.2825,0.650125,0,6.66546175,61.672375,1.815,1.2475,419.5625,1349.775,2.87875,24.601,0.857,2.41,113.425,0.6358375
Li3Sb,Li3Sb,15,2.75,4.5,35.65575,1.2475,0.731,0,6.19588675,60.8875,1.88,1.325,566.182,1676.4,2.73825,24.9525,2.0755,7.175,127.3175,0.696
AsBaLi,LiBaAs,30.66666667,4,6,73.05366667,1.35,0.476,0,6.797327667,34.74434333,2.116666667,1.52,847.9833333,1540.816667,1.371666667,25.85666667,3.257333333,12.9,106.5666667,0.511
BaBr3Li,LiBaBr3,32.8,4,10.8,76.7882,2.15,2.1426,0,9.2089566,30.083366,2.01,1.374,450.33,945.83,1.0416,56,2.681,5.68,66.295,0.206932
BaCl3Li,LiBaCl3,22,3.4,10.8,50.1182,2.27,2.2938,0,9.9012546,31.416926,1.95,1.272,393.75,890.126,1.0446,30.9554,2.7374,4.12,63.58,0.2062534
BaF3Li,LiBaF3,17.2,2.8,10.8,40.2482,2.762,2.163,0,12.5743566,38.111246,1.782,1.032,322.848,797.684,1.2516,29.3684,1.8266,2.356,59.42188,0.2063674
BaI3Li,LiBaI3,43.6,4.6,10.8,104.9882,1.97,1.95906,0,8.3914326,28.607546,2.088,1.488,522.87,1021.19,0.8856,43.244,3.773,6.856,70,0.208894
BaLiN,LiBaN,22,3.333333333,6,52.75033333,1.636666667,0.182666667,0,8.379161,38.41504333,2.016666667,1.356666667,505.65,1270.218333,1.608666667,27.35133333,1.765333333,3.786666667,96.6976,0.343753267
BaLiP,LiBaP,24.66666667,3.666666667,6,58.40366667,1.353333333,0.454833333,0,7.030024333,35.13777667,2.1,1.483333333,590.3666667,1428.983333,1.518333333,25.58466667,1.956,3.88,99.9,0.34445
BaLiSb,LiBaSb,36.66666667,4.333333333,6,88.68033333,1.306666667,0.562666667,0,6.403924333,34.09127667,2.186666667,1.586666667,785.8593333,1864.483333,1.331,26.05333333,3.580666667,10.23333333,118.4233333,0.424666667
AsBeLi,LiBeAs,13.33333333,2.666666667,6,30.291,1.576666667,0.476,0,8.167673,37.48011333,1.733333333,1.163333333,1034.65,1748.483333,1.912,21.981,2.703333333,12.88333333,158.8333333,1.119666667
BeBr3Li,LiBeBr3,22.4,3.2,10.8,51.1306,2.286,2.1426,0,10.0311638,31.724828,1.78,1.16,562.33,1070.43,1.3658,53.6746,2.3486,5.67,97.655,0.572132
BeCl3Li,LiBeCl3,11.6,2.6,10.8,24.4606,2.406,2.2938,0,10.7234618,33.058388,1.72,1.058,505.75,1014.726,1.3688,28.63,2.405,4.11,94.94,0.5714534
BeF3Li,LiBeF3,6.8,2,10.8,14.5906,2.898,2.163,0,13.3965638,39.752708,1.552,0.818,434.848,922.284,1.5758,27.043,1.4942,2.346,90.78188,0.5715674
BeI3Li,LiBeI3,33.2,3.8,10.8,79.3306,2.106,1.95906,0,9.2136398,30.249008,1.858,1.274,634.87,1145.79,1.2098,40.9186,3.4406,6.846,101.36,0.574094
BeLiN,LiBeN,4.666666667,2,6,9.987666667,1.863333333,0.182666667,0,9.749506333,41.15081333,1.633333333,1,692.3166667,1477.885,2.149,23.47566667,1.211333333,3.77,148.9642667,0.952419933
BeLiP,LiBeP,7.333333333,2.333333333,6,15.641,1.58,0.454833333,0,8.400369667,37.87354667,1.716666667,1.126666667,777.0333333,1636.65,2.058666667,21.709,1.402,3.863333333,152.1666667,0.953116667
BeLiSb,LiBeSb,19.33333333,3,6,45.91766667,1.533333333,0.562666667,0,7.774269667,36.82704667,1.803333333,1.23,972.526,2072.15,1.871333333,22.17766667,3.026666667,10.21666667,170.69,1.033333333
BrLi,LiBr,19,3,9,43.4205,1.97,1.9915,0,8.6027595,48.6155,1.835,1.235,359.8,973.55,2.028,50.275,1.8275,4.4,80.9125,0.42411
AsCaLi,LiCaAs,18.66666667,3.333333333,6,40.647,1.386666667,0.476,0,7.097826333,35.36697333,1.993333333,1.413333333,886.3166667,1420.483333,1.519333333,25.143,2.604,13.08,111.39,1.119666667
Br3CaLi,LiCaBr3,25.6,3.6,10.8,57.3442,2.172,2.1426,0,9.3892558,30.456944,1.936,1.31,473.33,873.63,1.1302,55.5718,2.289,5.788,69.189,0.572132
CaCl3Li,LiCaCl3,14.8,3,10.8,30.6742,2.292,2.2938,0,10.0815538,31.790504,1.876,1.208,416.75,817.926,1.1332,30.5272,2.3454,4.228,66.474,0.5714534
CaF3Li,LiCaF3,10,2.4,10.8,20.8042,2.784,2.163,0,12.7546558,38.484824,1.708,0.968,345.848,725.484,1.3402,28.9402,1.4346,2.464,62.31588,0.5715674
CaI3Li,LiCaI3,36.4,4.2,10.8,85.5442,1.992,1.95906,0,8.5717318,28.981124,2.014,1.424,545.87,948.99,0.9742,42.8158,3.381,6.964,72.894,0.574094
CaLiN,LiCaN,10,2.666666667,6,20.34366667,1.673333333,0.182666667,0,8.679659667,39.03767333,1.893333333,1.25,543.9833333,1149.885,1.756333333,26.63766667,1.112,3.966666667,101.5209333,0.952419933
CaLiP,LiCaP,12.66666667,3,6,25.997,1.39,0.454833333,0,7.330523,35.76040667,1.976666667,1.376666667,628.7,1308.65,1.666,24.871,1.302666667,4.06,104.7233333,0.953116667
CaLiSb,LiCaSb,24.66666667,3.666666667,6,56.27366667,1.343333333,0.562666667,0,6.704423,34.71390667,2.063333333,1.48,824.1926667,1744.15,1.478666667,25.33966667,2.927333333,10.41333333,123.2466667,1.033333333
AsCdLi,LiCdAs,28,3.666666667,9.333333333,64.75366667,1.616666667,0.476,0,8.058046333,37.04583667,1.95,1.3,712.673,1181.483333,1.380666667,25.17333333,4.970666667,12.33333333,93.12333333,0.772333333
Br3CdLi,LiCdBr3,31.2,3.8,12.8,71.8082,2.31,2.1426,0,9.9653878,31.464262,1.91,1.242,369.1438,730.23,1.047,55.59,3.709,5.34,58.229,0.363732
CdCl3Li,LiCdCl3,20.4,3.2,12.8,45.1382,2.43,2.2938,0,10.6576858,32.797822,1.85,1.14,312.5638,674.526,1.05,30.5454,3.7654,3.78,55.514,0.3630534
CdF3Li,LiCdF3,15.6,2.6,12.8,35.2682,2.922,2.163,0,13.3307878,39.492142,1.682,0.9,241.6618,582.084,1.257,28.9584,2.8546,2.016,51.35588,0.3631674
CdI3Li,LiCdI3,42,4.4,12.8,100.0082,2.13,1.95906,0,9.1478638,29.988442,1.988,1.356,441.6838,805.59,0.891,42.834,4.801,6.516,61.934,0.365694
CdLiN,LiCdN,19.33333333,3,9.333333333,44.45033333,1.903333333,0.182666667,0,9.639879667,40.71653667,1.85,1.136666667,370.3396667,910.885,1.617666667,26.668,3.478666667,3.22,83.25426667,0.6050866
CdLiP,LiCdP,22,3.333333333,9.333333333,50.10366667,1.62,0.454833333,0,8.290743,37.43927,1.933333333,1.263333333,455.0563333,1069.65,1.527333333,24.90133333,3.669333333,3.313333333,86.45666667,0.605783333
CdLiSb,LiCdSb,34,4,9.333333333,80.38033333,1.573333333,0.562666667,0,7.664643,36.39277,2.02,1.366666667,650.549,1505.15,1.34,25.37,5.294,9.666666667,104.98,0.686
ClLi,LiCl,10,2.5,9,21.1955,2.07,2.1175,0,9.1796745,49.7268,1.785,1.15,312.65,927.13,2.0305,29.4045,1.8745,3.1,78.65,0.4235445
Fli,LiF,6,2,9,12.9705,2.48,2.0085,0,11.4072595,55.3054,1.645,0.95,253.565,850.095,2.203,28.082,1.1155,1.63,75.1849,0.4236395
AsHgLi,LiHgAs,38.66666667,4,9.333333333,94.15366667,1.686666667,0.476,0,8.539273,37.662,1.966666667,1.273333333,592.707,1044.689667,1.350333333,25.82766667,6.598666667,10.99666667,79.6,0.477466667
Br3HgLi,LiHgBr3,37.6,4,12.8,89.4482,2.352,2.1426,0,10.2541238,31.83396,1.92,1.226,297.1642,648.1538,1.0288,55.9826,4.6858,4.538,50.115,0.186812
Cl3HgLi,LiHgCl3,26.8,3.4,12.8,62.7782,2.472,2.2938,0,10.9464218,33.16752,1.86,1.124,240.5842,592.4498,1.0318,30.938,4.7422,2.978,47.4,0.1861334
F3HgLi,LiHgF3,22,2.8,12.8,52.9082,2.964,2.163,0,13.6195238,39.86184,1.692,0.884,169.6822,500.0078,1.2388,29.351,3.8314,1.214,43.24188,0.1862474
HgI3Li,LiHgI3,48.4,4.6,12.8,117.6482,2.172,1.95906,0,9.4365998,30.35814,1.998,1.34,369.7042,723.5138,0.8728,43.2266,5.7778,5.714,53.82,0.188774
HgLiN,LiHgN,30,3.333333333,9.333333333,73.85033333,1.973333333,0.182666667,0,10.12110633,41.3327,1.866666667,1.11,250.3736667,774.0913333,1.587333333,27.32233333,5.106666667,1.883333333,69.73093333,0.310219933
HgLiP,LiHgP,32.66666667,3.666666667,9.333333333,79.50366667,1.69,0.454833333,0,8.771969667,38.05543333,1.95,1.236666667,335.0903333,932.8563333,1.497,25.55566667,5.297333333,1.976666667,72.93333333,0.310916667
HgLiSb,LiHgSb,44.66666667,4.333333333,9.333333333,109.7803333,1.643333333,0.562666667,0,8.145869667,37.00893333,2.036666667,1.34,530.583,1368.356333,1.309666667,26.02433333,6.922,8.33,91.45666667,0.391133333
Ili,LiI,28,3.5,9,66.9205,1.82,1.83855,0,7.9214895,47.38565,1.9,1.33,420.25,1036.35,1.898,39.645,2.7375,5.38,84,0.425745
AsLiMg,LiMgAs,16,3,6,35.39033333,1.49,0.476,0,7.608851333,36.42149,1.8,1.3,822.3166667,1289.15,1.644666667,24.78966667,2.666666667,13.13333333,102.3666667,0.969666667
Br3LiMg,LiMgBr3,24,3.4,10.8,54.1902,2.234,2.1426,0,9.6958708,31.089654,1.82,1.242,434.93,794.83,1.2054,55.3598,2.3266,5.82,63.775,0.482132
Cl3LiMg,LiMgCl3,13.2,2.8,10.8,27.5202,2.354,2.2938,0,10.3881688,32.423214,1.76,1.14,378.35,739.126,1.2084,30.3152,2.383,4.26,61.06,0.4814534
F3LiMg,LiMgF3,8.4,2.2,10.8,17.6502,2.846,2.163,0,13.0612708,39.117534,1.592,0.9,307.448,646.684,1.4154,28.7282,1.4722,2.496,56.90188,0.4815674
I3LiMg,LiMgI3,34.8,4,10.8,82.3902,2.054,1.95906,0,8.8783468,29.613834,1.898,1.356,507.47,870.19,1.0494,42.6038,3.4186,6.996,67.48,0.484094
LiMgN,LiMgN,7.333333333,2.333333333,6,15.087,1.776666667,0.182666667,0,9.190684667,40.09219,1.7,1.136666667,479.9833333,1018.551667,1.881666667,26.28433333,1.174666667,4.02,92.4976,0.802419933
LiMgP,LiMgP,10,2.666666667,6,20.74033333,1.493333333,0.454833333,0,7.841548,36.81492333,1.783333333,1.263333333,564.7,1177.316667,1.791333333,24.51766667,1.365333333,4.113333333,95.7,0.803116667
LiMgSb,LiMgSb,22,3.333333333,6,51.017,1.446666667,0.562666667,0,7.215448,35.76842333,1.87,1.366666667,760.1926667,1612.816667,1.604,24.98633333,2.99,10.46666667,114.2233333,0.883333333
AsLiSr,LiSrAs,24.66666667,3.666666667,6,56.49366667,1.37,0.476,0,6.958389667,35.08643333,2.053333333,1.466666667,864.65,1384.816667,1.405666667,25.43,2.964,12.9,105.4666667,0.567333333
Br3LiSr,LiSrBr3,29.2,3.8,10.8,66.8522,2.162,2.1426,0,9.3055938,30.28862,1.972,1.342,460.33,852.23,1.062,55.744,2.505,5.68,65.635,0.240732
Cl3LiSr,LiSrCl3,18.4,3.2,10.8,40.1822,2.282,2.2938,0,9.9978918,31.62218,1.912,1.24,403.75,796.526,1.065,30.6994,2.5614,4.12,62.92,0.2400534
F3LiSr,LiSrF3,13.6,2.6,10.8,30.3122,2.774,2.163,0,12.6709938,38.3165,1.744,1,332.848,704.084,1.272,29.1124,1.6506,2.356,58.76188,0.2401674
I3LiSr,LiSrI3,40,4.4,10.8,95.0522,1.982,1.95906,0,8.4880698,28.8128,2.05,1.456,532.87,927.59,0.906,42.988,3.597,6.856,69.34,0.242694
LiNSr,LiSrN,16,3,6,36.19033333,1.656666667,0.182666667,0,8.540223,38.75713333,1.953333333,1.303333333,522.3166667,1114.218333,1.642666667,26.92466667,1.472,3.786666667,95.5976,0.4000866
LiPSr,LiSrP,18.66666667,3.333333333,6,41.84366667,1.373333333,0.454833333,0,7.191086333,35.47986667,2.036666667,1.43,607.0333333,1272.983333,1.552333333,25.158,1.662666667,3.88,98.8,0.400783333
LiSbSr,LiSrSb,30.66666667,4,6,72.12033333,1.326666667,0.562666667,0,6.564986333,34.43336667,2.123333333,1.533333333,802.526,1708.483333,1.365,25.62666667,3.287333333,10.23333333,117.3233333,0.481
AsLiZn,LiZnAs,22,3.333333333,9.333333333,49.08366667,1.603333333,0.476,0,8.191506,37.39786333,1.893333333,1.233333333,745.4923333,1228.15,1.433,24.96333333,4.467333333,12.68333333,98.26666667,0.836333333
Br3LiZn,LiZnBr3,27.6,3.6,12.8,62.4062,2.302,2.1426,0,10.0454636,31.675478,1.876,1.202,388.8354,758.23,1.0784,55.464,3.407,5.55,61.315,0.402132
Cl3LiZn,LiZnCl3,16.8,3,12.8,35.7362,2.422,2.2938,0,10.7377616,33.009038,1.816,1.1,332.2554,702.526,1.0814,30.4194,3.4634,3.99,58.6,0.4014534
F3LiZn,LiZnF3,12,2.4,12.8,25.8662,2.914,2.163,0,13.4108636,39.703358,1.648,0.86,261.3534,610.084,1.2884,28.8324,2.5526,2.226,54.44188,0.4015674
I3LiZn,LiZnI3,38.4,4.2,12.8,90.6062,2.122,1.95906,0,9.2279396,30.199658,1.954,1.316,461.3754,833.59,0.9224,42.708,4.499,6.726,65.02,0.404094
LiNZn,LiZnN,13.33333333,2.666666667,9.333333333,28.78033333,1.89,0.182666667,0,9.773339333,41.06856333,1.793333333,1.07,403.159,957.5516667,1.67,26.458,2.975333333,3.57,88.3976,0.6690866
LiPZn,LiZnP,16,3,9.333333333,34.43366667,1.606666667,0.454833333,0,8.424202667,37.79129667,1.876666667,1.196666667,487.8756667,1116.316667,1.579666667,24.69133333,3.166,3.663333333,91.6,0.669783333
LiSbZn,LiZnSb,28,3.666666667,9.333333333,64.71033333,1.56,0.562666667,0,7.798102667,36.74479667,1.963333333,1.3,683.3683333,1551.816667,1.392333333,25.16,4.790666667,10.01666667,110.1233333,0.75
As2Mg3,Mg3As2,20.4,3.4,7.2,44.554,1.658,0.324,0,8.503181,16.456842,1.778,1.32,989.95,1173.55,0.7454,24.7774,3.3336,16.3,89.52,1.1368
Mg3N2,Mg3N2,10,2.6,7.2,20.19,2.002,-0.028,0,10.401381,20.861682,1.658,1.124,579.15,848.832,1.0298,26.571,1.5432,5.364,77.67712,0.93610392
Mg3P2,Mg3P2,13.2,3,7.2,26.974,1.662,0.2986,0,8.782417,16.928962,1.758,1.276,680.81,1039.35,0.9214,24.451,1.772,5.476,81.52,0.93694
Mg3Sb2,Mg3Sb2,27.6,3.8,7.2,63.306,1.606,0.428,0,8.031097,15.673162,1.862,1.4,915.4012,1561.95,0.6966,25.0134,3.7216,13.1,103.748,1.0332
Al2MgO4,MgAl2O4,10,2.428571429,13.14285714,20.32428571,2.612857143,0.960926571,0,10.58428157,27.59668143,1.641428571,0.92,429.648,1044.028857,0.927,27.25442857,1.836285714,4.426857143,103.2633714,0.9001528
Al2MgS4,MgAl2S4,14.57142857,3,13.14285714,29.50714286,2.121428571,1.312925714,0,8.722544429,20.86341286,1.801428571,1.148571429,620.5051429,1402.641429,0.807,23.43842857,2.139714286,5.288571429,107.0285714,0.901537143
Al2MgSe4,MgAl2Se4,24.85714286,3.571428571,13.14285714,56.30142857,2.104285714,1.280285714,0,8.375333,19.63605286,1.858571429,1.228571429,680.8422857,1540.007143,0.585857143,24.96014286,3.773428571,7.385714286,116.3542857,0.911657143
Al2MgTe4,MgAl2Te4,35.14285714,4.142857143,13.14285714,84.09571429,1.847142857,1.252171429,0,7.950881571,18.15605286,1.95,1.337142857,811.5337143,1713.15,0.517857143,25.16985714,4.585428571,14.3,130.2457143,0.913428571
Br2Mg,MgBr2,27.33333333,3.666666667,12,61.37,2.41,2.243333333,0,10.42461167,19.40575667,1.81,1.246666667,485.0166667,675.6833333,0.657,58.74966667,2.659333333,6.766666667,52.35,0.520813333
Cl2Mg,MgCl2,15.33333333,3,12,31.73666667,2.543333333,2.411333333,0,11.19383167,20.88749,1.743333333,1.133333333,422.15,613.79,0.660333333,30.92233333,2.722,5.033333333,49.33333333,0.520059333
F2Mg,MgF2,10,2.333333333,12,20.77,3.09,2.266,0,14.163945,28.32562333,1.556666667,0.866666667,343.37,511.0766667,0.890333333,29.159,1.71,3.073333333,44.7132,0.520186
